1,28,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
2,31,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
3,19,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
4,34,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
5,28,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
6,12,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
7,20,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
8,18,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
9,26,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
10,28,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
11,19,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
12,33,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
13,13,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
14,12,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
15,13,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
16,39,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
17,31,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
18,37,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
19,13,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
20,11,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
21,21,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
22,34,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
23,35,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
24,11,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
25,37,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
26,28,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
27,23,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
28,37,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
29,22,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
30,35,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
31,31,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
32,14,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
33,34,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
34,31,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
35,26,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
36,26,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
37,34,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
38,15,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
39,22,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
40,22,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
41,35,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
42,18,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
43,29,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
44,39,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
45,29,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
46,34,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
47,39,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
48,22,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
49,32,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
50,23,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
51,28,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
52,40,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
53,21,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
54,29,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
55,27,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
56,16,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
57,38,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
58,21,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
59,31,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
60,19,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
61,29,0x9c8cBB88f1a8552FF683ffdDAF598f6D9D0115Fd
