1,30,0x3075BC64d402b33d9dBb06af020d948C492b0359
2,10,0x3075BC64d402b33d9dBb06af020d948C492b0359
3,38,0x3075BC64d402b33d9dBb06af020d948C492b0359
4,10,0x3075BC64d402b33d9dBb06af020d948C492b0359
5,32,0x3075BC64d402b33d9dBb06af020d948C492b0359
6,29,0x3075BC64d402b33d9dBb06af020d948C492b0359
7,25,0x3075BC64d402b33d9dBb06af020d948C492b0359
8,18,0x3075BC64d402b33d9dBb06af020d948C492b0359
9,34,0x3075BC64d402b33d9dBb06af020d948C492b0359
10,36,0x3075BC64d402b33d9dBb06af020d948C492b0359
11,40,0x3075BC64d402b33d9dBb06af020d948C492b0359
12,12,0x3075BC64d402b33d9dBb06af020d948C492b0359
13,30,0x3075BC64d402b33d9dBb06af020d948C492b0359
14,27,0x3075BC64d402b33d9dBb06af020d948C492b0359
15,23,0x3075BC64d402b33d9dBb06af020d948C492b0359
16,23,0x3075BC64d402b33d9dBb06af020d948C492b0359
17,26,0x3075BC64d402b33d9dBb06af020d948C492b0359
18,10,0x3075BC64d402b33d9dBb06af020d948C492b0359
19,24,0x3075BC64d402b33d9dBb06af020d948C492b0359
20,35,0x3075BC64d402b33d9dBb06af020d948C492b0359
21,12,0x3075BC64d402b33d9dBb06af020d948C492b0359
22,12,0x3075BC64d402b33d9dBb06af020d948C492b0359
23,40,0x3075BC64d402b33d9dBb06af020d948C492b0359
24,11,0x3075BC64d402b33d9dBb06af020d948C492b0359
25,28,0x3075BC64d402b33d9dBb06af020d948C492b0359
26,39,0x3075BC64d402b33d9dBb06af020d948C492b0359
27,35,0x3075BC64d402b33d9dBb06af020d948C492b0359
28,34,0x3075BC64d402b33d9dBb06af020d948C492b0359
29,27,0x3075BC64d402b33d9dBb06af020d948C492b0359
30,22,0x3075BC64d402b33d9dBb06af020d948C492b0359
31,17,0x3075BC64d402b33d9dBb06af020d948C492b0359
32,14,0x3075BC64d402b33d9dBb06af020d948C492b0359
33,12,0x3075BC64d402b33d9dBb06af020d948C492b0359
34,34,0x3075BC64d402b33d9dBb06af020d948C492b0359
35,29,0x3075BC64d402b33d9dBb06af020d948C492b0359
36,11,0x3075BC64d402b33d9dBb06af020d948C492b0359
37,19,0x3075BC64d402b33d9dBb06af020d948C492b0359
38,33,0x3075BC64d402b33d9dBb06af020d948C492b0359
39,23,0x3075BC64d402b33d9dBb06af020d948C492b0359
40,18,0x3075BC64d402b33d9dBb06af020d948C492b0359
41,20,0x3075BC64d402b33d9dBb06af020d948C492b0359
42,25,0x3075BC64d402b33d9dBb06af020d948C492b0359
43,28,0x3075BC64d402b33d9dBb06af020d948C492b0359
44,20,0x3075BC64d402b33d9dBb06af020d948C492b0359
45,23,0x3075BC64d402b33d9dBb06af020d948C492b0359
46,14,0x3075BC64d402b33d9dBb06af020d948C492b0359
47,35,0x3075BC64d402b33d9dBb06af020d948C492b0359
48,21,0x3075BC64d402b33d9dBb06af020d948C492b0359
49,25,0x3075BC64d402b33d9dBb06af020d948C492b0359
50,32,0x3075BC64d402b33d9dBb06af020d948C492b0359
51,13,0x3075BC64d402b33d9dBb06af020d948C492b0359
52,25,0x3075BC64d402b33d9dBb06af020d948C492b0359
