1,85,45
2,85,45
3,85,45
4,85,45
5,85,45
6,85,45
7,85,45
8,85,45
9,85,45
10,85,45
11,85,45
12,85,45
13,85,45
14,85,45
15,85,45
16,85,45
17,85,45
18,85,45
19,85,45
20,85,45
21,85,45
22,85,45
23,85,45
24,85,45
25,85,45
26,85,45
27,85,45
28,85,45
29,85,45
30,85,45
31,85,45
32,85,45
33,85,45
34,85,45
35,85,45
36,85,45
37,85,45
38,85,45
39,85,45
40,85,45
41,85,45
42,85,45
43,85,45
44,85,45
45,85,45
46,85,45
47,85,45
48,85,45
49,85,45
50,85,45
51,85,45
52,85,45
53,85,45
54,85,45
55,85,45
56,85,45
57,85,45
58,85,45
59,85,45
60,85,45
61,85,45
62,85,45
63,85,45
64,85,45
65,85,45
66,85,45
67,85,45
68,85,45
69,85,45
70,85,45
71,85,45
72,85,45
73,85,45
74,85,45
75,85,45
76,85,45
77,85,45
78,85,45
79,85,45
80,85,45
81,85,45
82,85,45
83,85,45
84,85,45
85,85,45
86,85,45
87,85,45
88,85,45
89,85,45
90,85,45
91,85,45
92,85,45
93,85,45
94,85,45
95,85,45
96,85,45
97,85,45
98,85,45
99,85,45
100,85,45
101,85,45
102,85,45
103,85,45
104,85,45
105,85,45
106,85,45
107,85,45
108,85,45
109,85,45
110,85,45
111,85,45
112,85,45
113,85,45
114,85,45
115,85,45
116,85,45
117,85,45
118,85,45
119,85,45
120,85,45
121,85,45
122,85,45
123,85,45
124,85,45
125,85,45
126,85,45
127,85,45
128,85,45
129,85,45
130,85,45
131,85,45
132,85,45
133,85,45
134,85,45
135,85,45
136,85,45
137,85,45
138,85,45
139,85,45
140,85,45
141,85,45
142,85,45
143,85,45
144,85,45
145,85,45
146,85,45
147,85,45
148,85,45
149,85,45
150,85,45
151,85,45
152,85,45
153,85,45
154,85,45
155,85,45
156,85,45
157,85,45
158,85,45
159,85,45
160,85,45
161,85,45
162,85,45
163,85,45
164,85,45
165,85,45
166,85,45
167,85,45
168,85,45
169,85,45
170,85,45
171,85,45
172,85,45
173,85,45
174,85,45
175,85,45
176,85,45
177,85,45
178,85,45
179,85,45
180,85,45
181,85,45
182,85,45
183,85,45
184,85,45
185,85,45
186,85,45
187,85,45
188,85,45
189,85,45
190,85,45
191,85,45
192,85,45
193,85,45
194,85,45
195,85,45
196,85,45
197,85,45
198,85,45
199,85,45
200,85,45
201,85,45
202,85,45
203,85,45
204,85,45
205,85,45
206,85,45
207,85,45
208,85,45
209,85,45
210,85,45
211,85,45
212,85,45
213,85,45
214,85,45
215,85,45
216,85,45
217,85,45
218,85,45
219,85,45
220,85,45
221,85,45
222,85,45
223,85,45
224,85,45
225,85,45
226,85,45
227,85,45
228,85,45
229,85,45
230,85,45
231,85,45
232,85,45
233,85,45
234,85,45
235,85,45
236,85,45
237,85,45
238,85,45
239,85,45
240,85,45
241,85,45
242,85,45
243,85,45
244,85,45
245,85,45
246,85,45
247,85,45
248,85,45
249,85,45
250,85,45
251,85,45
252,85,45
253,85,45
254,85,45
255,85,45
256,85,45
257,85,45
258,85,45
259,85,45
260,85,45
261,85,45
262,85,45
263,85,45
264,85,45
265,85,45
266,85,45
267,85,45
268,85,45
269,85,45
270,85,45
271,85,45
272,85,45
273,85,45
274,85,45
275,85,45
276,85,45
277,85,45
278,85,45
279,85,45
280,85,45
281,85,45
282,85,45
283,85,45
284,85,45
285,85,45
286,85,45
287,85,45
288,85,45
289,85,45
290,85,45
291,85,45
292,85,45
293,85,45
294,85,45
295,85,45
296,85,45
297,85,45
298,85,45
299,85,45
300,85,45
301,85,45
302,85,45
303,85,45
304,85,45
305,85,45
306,85,45
307,85,45
308,85,45
309,85,45
310,85,45
311,85,45
312,85,45
313,85,45
314,85,45
315,85,45
316,85,45
317,85,45
318,85,45
319,85,45
320,85,45
321,85,45
322,85,45
323,85,45
324,85,45
325,85,45
